index,url,project,message,result
217,https://github.com/ktoonsez/KT-SGS4/commit/e04f428573b3930b9651e55f289a1a925c9326c0,ktoonsez/KT-SGS4,"drivers: dma-contiguous: refactor dma_alloc_from_contiguous()

The dma_alloc_from_contiguous() function returns either a valid pointer
to a page structure or NULL, the error code set when pageno >= cma->count
is not used at all and can be safely removed.

This commit also changes the function to avoid goto and have only one exit
path and one place where mutex is unlocked.

Change-Id: I6de94bd6fbe2288382ca9b5e5a1f691aabe0bae5
Signed-off-by: Michal Nazarewicz <mina86@mina86.com>
[fixed compilation break caused by missing semicolon]
Signed-off-by: Marek Szyprowski <m.szyprowski@samsung.com>
Signed-off-by: Laura Abbott <lauraa@codeaurora.org>",Yes
218,https://github.com/leios/simuleios/commit/bcd5da5553db6a4ef9f94126e54cef9050810718,leios/simuleios,"fixed sorting and did some refactoring

replaced range based for with iterating version
moved variable declaration down
fixed sorting
replaced std::endl with '\n'
used continue to skip loops
skipping a bit earlier
replaced tabs with 4 spaces",Yes
219,https://github.com/X-CASH-official/xcash-dpops/commit/e8b79374c90a031a2ac867d5ca72e2f94efcdf2e,X-CASH-official/xcash-dpops,"refactor: Optimized receive_data

Optimized receive_data.",Yes
220,https://github.com/AlanFord/self-balancing-stick/commit/8dc8ad58c659eff8c15e2572515f17a7853f9c4d,AlanFord/self-balancing-stick,refactor for clarity and add more comments,Yes
221,https://github.com/Mellanox/libvma/commit/1636a55720b8fba0121d67f9a30c621a04bf1d7d,Mellanox/libvma,"issue: 576219 enhance vma_list_t - refactor inconvinient members' names

Change-Id: I3ff6c935201d043fbdf46212b722366df2657f8e",Yes
222,https://github.com/bbenchoff/Dumb-Badge/commit/67ed3f150a324ee133130ac15707b7c3c48ca980,bbenchoff/Dumb-Badge,start refactor on initLCD,Unsure
223,https://github.com/Clover-EFI-Bootloader/clover/commit/350fa618000abfe8085d679c711497f0022f3bae,Clover-EFI-Bootloader/clover,"BootArgs refactoring

git-svn-id: svn+ssh://svn.code.sf.net/p/cloverefiboot/code@2579 52d7a1c0-eba5-4e63-a9d7-e3186cd7c462",Yes
224,https://github.com/OpenZWave/ozw-admin/commit/a688cda5b64a0e28dbf62da1fcf9990fbed31ec8,OpenZWave/ozw-admin,"more work on the QT wrapper - Basic Node Info is done, and Remote GUI's working thanks to the QTRemoteObjects support. - we will eventually split out the qt-openzwave to a separate library... and this will eventually become the ozwcp replacement. Lots of refactoring going on right now",Yes
225,https://github.com/wanji/caffe-sl/commit/653aa25c262080e1b8a6fdf30e9d0dc4b1cfa6f9,wanji/caffe-sl,refactor Net::Init to call helpers AppendBottom and AppendTop,Yes
226,https://github.com/temisu/ancient/commit/4687986324475ebeba51ee80dc89af7fcf458803,temisu/ancient,"Major refactoring on stream reading to unify it across all decompressors. Also adding few more decompressors that are ready: Reduce, Shrink, Implode, LH1, LH2",Yes
227,https://github.com/horosproject/horos/commit/c72f1154f45796f0903a30e799b56334c7755b5e,horosproject/horos,"one more bug created by the fast enumeration refactoring

git-svn-id: https://svn.code.sf.net/p/osirix/code/osirix@3109 4e9e6e3d-4551-47eb-9dbe-a6127f9400a1",No
228,https://github.com/steinbergmedia/vstgui/commit/34873831f3097280416bb475b1e204acfa60e7ae,steinbergmedia/vstgui,refactor file selector to use new IPlatformFileSelector,Yes
229,https://github.com/vpetrigo/caches/commit/7de1efb30e55acb55b64f41c4233811526fba83e,vpetrigo/caches,"Remove separate caches implementation and add policies instead (#1)

* start refactoring

* switch to the C++14 standard

* Set up the interface for further caches policies

* implement FIFO cache policy

* clean up (remove dummy 'virtual')

* fix lack of virtual dtor in the base interface

* implement fixed_size_cache logic

* clean up

* change fifo tests for using new cache

* implement LRU cache policy

* template for no cache policy

* change default policy to NoCachePolicy

* clean up FIFO Policy

* add NoCachePolicy

* Implement LRU Cache policy

* add tests for LFU policy

* clean up

* remove old files",Yes
230,https://github.com/CMU-SAFARI/prim-benchmarks/commit/bab6c1ba39b7a00eccf3ecdcc7bd4560d2581d18,CMU-SAFARI/prim-benchmarks,"bs_refactor: Remove printf for logging

Signed-off-by: Yun-Ze Li <p76091292@gs.ncku.edu.tw>",Yes
231,https://github.com/vrpn/vrpn/commit/67b5a7895c8eaa264c0bb3d4096d83bd52e37901,vrpn/vrpn,"port liberty to new buffer utils

There is a lot of common code here with fastrak - would be good to refactor it out.",Yes
232,https://github.com/itisyang/playerdemo/commit/0cf8a2397c9085624a8cbfe16d6e0f7fb54c948f,itisyang/playerdemo,refactor: SettingWid,Yes
233,https://github.com/lvandeve/lodepng/commit/21bf7406cea85845da8686de9101ce3aa1013e02,lvandeve/lodepng,refactorings,Yes
234,https://github.com/facebook/yoga/commit/7eb8df2777477b6385777bb136f9a5045f17b71b,facebook/yoga,"Fix screenshot test due main axis justification refactor

Summary: There was a slight error in main axis justification which caused the regression

Reviewed By: emilsjolander

Differential Revision: D6923178

fbshipit-source-id: d8f81b06d9127c75daecffb73b5e6c5abbad8ade",No
235,https://github.com/FEniCS/dolfinx/commit/72c8dcde777c0629901a0d54b7cb803929b028cb,FEniCS/dolfinx,"Implement Gibbs-Poole-Stockmeyer graph re-ordering (#1804)

* Preliminary implementation of GPS algorithm

* Update and comments

* Algorithm fixes, and plug in to mesh and dofmap

* Add reference, remove some debug etc

* Use AdjacencyList and add some timers

* Use int8 instead of bool in a few places

* Deal with disconnected graphs

* Add tweak to algorithm, case where h0==l0

* Remove references to scotch

* Fix a few typos and shorten side selection for residual graph

* Use range iterator for ls

* Minor refactoring

* Re-name file

* Add header

* Update header name

* Simplifications

* CMakeLists.txt fix

* Minor edits

Co-authored-by: Garth N. Wells <gnw20@cam.ac.uk>",Unsure
236,https://github.com/jvm-profiling-tools/async-profiler/commit/78c501bceef31fc09d8f868908cf012c062ed5c4,jvm-profiling-tools/async-profiler,[refactoring] Named palette,Yes
237,https://github.com/serge-sans-paille/pythran/commit/e6438319840eee06ad47fd2cc772698eb372a713,serge-sans-paille/pythran,"Update Pythran interface

* ToolChain is fully stateless, then it has only static methods.
* ToolChain offers multiple entry points: compile a pythran code as
  a string, compile a cpp file, etc.
* Update the unittest according to the new interface
* Introduce a TestFromDir(TestEnv) class for the different test
  suites that are based on individual directory. More consistent
  behavior through code refactoring.
* Raise ToolChain.Compile error instead of CalledProcessError
* Exclude current directory from import when launching unit tests
  using setup.py",Unsure
238,https://github.com/syoyo/tinyexr/commit/0bc96c9ee2efcd9a6fa0308d52dc1da5ec13a6fc,syoyo/tinyexr,"Added: saving tiled images (single/multi-resolution, single/multi-part); some tests and refactoring..",Unsure
239,https://github.com/trevorcampbell/dynamic-means/commit/c6171839f9d2034b215c8c3506e34410a1c9179b,trevorcampbell/dynamic-means,"did some small refactoring, nothing major yet",Yes
240,https://github.com/mate-desktop/marco/commit/6f33395c69550e1fad6aa49d52e1284ca89f88c1,mate-desktop/marco,"Only shadow ARGB windows with a frame outside the frame

An ARGB window with a frame is likely something like a transparent
terminal. It looks awful (and breaks transparency) to draw a big
opaque black shadow under the window, so clip out the region under
the terminal from the shadow we draw.

Add meta_window_get_frame_bounds() to get a cairo region for the
outer bounds of the frame of a window, and modify the frame handling
code to notice changes to the frame shape and discard a cached
region. meta_frames_apply_shapes() is refactored so we can extract
meta_frames_get_frame_bounds() from it.

https://bugzilla.gnome.org/show_bug.cgi?id=635268

NOTE: Applied only partially, compositor part is still missing...

upstream commit:
https://gitlab.gnome.org/GNOME/metacity/commit/0f2e32d1",Yes
241,https://github.com/Mictronics/readsb/commit/e243a2bf1a9068b4237fd9f60f8774e11c30abf6,Mictronics/readsb,Clean up and refactor unit conversion logic,Yes
242,https://github.com/contiki-ng/contiki-ng/commit/30bb899f7c19d630a5cd5c2638c633830d8b02d9,contiki-ng/contiki-ng,"Merge pull request #32 from simonduq/pr/refactor_tcpip

Refactor tcpip",Yes
243,https://github.com/Noahdw/Strauss/commit/c50941d1b6a880772b46fe72f3a8c54143048872,Noahdw/Strauss,UI overhaul and major track refactoring,Yes
244,https://github.com/immortalwrt/padavan/commit/efc917e88141bfd93e0d3298968092c1bf87f9fb,immortalwrt/padavan,"mtd_write: add support write to NAND flash and UBI partition, code refactoring",Yes
245,https://github.com/khanzf/opengit/commit/5f84ed2b77df503f46068863dd54f367c84cff67,khanzf/opengit,"git-index-pack: Generates crc32 values for idx files
This required manually adding a crc32 value for the zlib decompression
GNU git stores this value in a file-scope variable. Given that a single
value is semi-arbitrarily updated, that may be the best approach and
require a light refactoring. The downside is that it requires multiple
zlib deflation blocks because the crc32 value is not always updated.",No
246,https://github.com/BLumia/pineapple-pictures/commit/c9dadcbcad9f293f28b04e81c39a67bc5423550b,BLumia/pineapple-pictures,refactor: use QMetaEnum,Yes
247,https://github.com/y-a-v-a/node-gd/commit/0feb1b66be1faa916836b80448ddfc45bb09ed44,y-a-v-a/node-gd,"refactor workers, add more promises, simplify api, update docs",Yes
248,https://github.com/xmfbit/warpctc-caffe/commit/9767b99fa7351914715c81c985a0e3422fa0a30d,xmfbit/warpctc-caffe,"Merge pull request #1615 from longjon/deconv-layer

Add deconvolution layer with refactoring of convolution layer to share code",Yes
249,https://github.com/Francesco149/oppai/commit/e44eeabc9420aeda2cae816f4179fdecb777ca3d,Francesco149/oppai,lib mode draft + misc bugfix and refactor,Yes
250,https://github.com/cpputest/cpputest/commit/a5d1488f8acb2597008f4849d9a5d80d278dea70,cpputest/cpputest,SimpleString Binary and MemCmp tests refactored,Yes
251,https://github.com/RVillani/UE4Duino/commit/5f5152110bf9473c5054afb6f130225421595aec,RVillani/UE4Duino,"Fix shameful bug that prevented port from opening because when I refactored the code to 4.20, I deleted the port number from the string that requests the port to Windows. Thanks yuanny on the forums for pointing that out!",No
252,https://github.com/otland/forgottenserver/commit/e9046abf11e818ff3140a480094c4e80196fb878,otland/forgottenserver,"Fileloader refactor (#1984)

The map loading function will now use the new simplified loader.
It has also been split into multiple functions to make it easier to
read. Use mmap to load the OTB file. This improves load time slightly
by mmaping the loaded map file into memory to reduce unnecessary
copying. Moved OTB loader related code to the OTB namespace which makes
it clearer that the OTB submodule is mostly indepenent from the rest of
the application.

Signed-off-by: Damian Jarek <damian.jarek93@gmail.com>",Yes
253,https://github.com/krakjoe/sandbox/commit/c6d970f5d052d6748d2f47f9bea8df2fdc0b9c3b,krakjoe/sandbox,refactor,Yes
254,https://github.com/nintymiles/CGLearning/commit/4c120ac69d7f303b136b21a70da8d03ad60cdf41,nintymiles/CGLearning,refactor assignment2 project file structure and create ex.31-33,Yes
255,https://github.com/gammu/python-gammu/commit/6a8604dcb9ab8aacd7f72f535ca74d7f915131a0,gammu/python-gammu,Fix typos in ReadPhoneBook refactoring,Yes
256,https://github.com/tbeu/matio/commit/7a1831b94a73f2cd665bd48f65c8516509d0740e,tbeu/matio,"Check read success and refactor inflate.c

As reported by https://sourceforge.net/p/matio/discussion/609376/thread/75fd85fa8b/ and https://github.com/tbeu/matio/issues/120",Yes
257,https://github.com/siemens/fluffi/commit/8495894a40d8dbc9d04394ec9bd61d921c79be80,siemens/fluffi,fix(web): improve pagination and refactoring,Yes
258,https://github.com/mitsuba-renderer/nanogui/commit/2d195a80cbb972cee715df7dcdbb1aebed3c6e19,mitsuba-renderer/nanogui,"Build system refactoring (contributed by Daniele Panozzo)

- The build system now relies on add_subdirectory() instead of
  ExternalProject_Add(), which enables simultaneous debug and release
  builds on Visual Studio

- Added a few other tweaks: shared library builds, removed ugly
  include guards throughout the project",Unsure
259,https://github.com/cyberegoorg/cetech/commit/086d1a80daddf00ef35f6bae6e8284a324537445,cyberegoorg/cetech,ENGINE-219 - Big refactor - cleanup versions,Yes
260,https://github.com/yshui/deai/commit/154d74c3a023918a208cbbd8fa0614557ba388c2,yshui/deai,"utils: refactor integer conversion

Signed-off-by: Yuxuan Shui <yshuiv7@gmail.com>",Yes
261,https://github.com/mattgodbolt/xania/commit/27e78fe4bd4e66a641ea8727e31313fc5d2687eb,mattgodbolt/xania,"Part 2b of refactoring fight.cpp dam_message()...
Move send_dam_messages() into an anon namespace and pass messages by reference.
Add tests to check damage amounts appear in damage messages for L20+ chars.",Yes
262,https://github.com/path64/debugger/commit/c54e2a80eab7ba461c50dd549669f7945e0aa35b,path64/debugger,Work-in-progress refactoring of the target stuff.,Unsure
263,https://github.com/rhdodds/warp3d/commit/1fce604ff160f4b1d270b663ef40c99ac8b3d537,rhdodds/warp3d,add SMCS Type 5 (Sandia/Wellman) tearing factor + some refactoring,Unsure
264,https://github.com/fsaadatmand/Cpp-Primer/commit/40b6a64ed85ac2fc98d39c70ce688f1704355ef4,fsaadatmand/Cpp-Primer,refactor code,Yes
265,https://github.com/pbatard/winpatch/commit/721acd8ed082d88ccc64a56e1064e7e7b2d02a19,pbatard/winpatch,"Beautify output and refactor

* Also add -s (silent) and -v (options)",Yes
266,https://github.com/MediaArea/RAWcooked/commit/952eda50550a5a1ae2d83705ff39e2122e0f8447,MediaArea/RAWcooked,Fix wrong cast to 32-bit during refactoring,No
267,https://github.com/jackyf/cupt/commit/592afa5904f5628dc7b0ac641e1960c8c6399fa3,jackyf/cupt,lib: internal: nativeresolver: solution: Solution: prepare: refactoring: less lines for 'already prepared?' check,No
268,https://github.com/lttng/lttng-ust/commit/a4e2c093247d929471eae2f16fa7c4e799eedfe3,lttng/lttng-ust,"fix: use configured python when building the examples

Prior to the refactoring of the autotools setup we used different python
detection mechanisms for the python agent feature and the example code.
The example code detection was flawed as it would only work with a
python binary named exactly 'python'. Wire the detected python binary in
the examples Makefile integration.

Change-Id: I07b9222a8869ff154073e5b72fb2ac0d70f14896
Signed-off-by: Michael Jeanson <mjeanson@efficios.com>
Signed-off-by: Mathieu Desnoyers <mathieu.desnoyers@efficios.com>",No
269,https://github.com/NVIDIA-Merlin/HugeCTR/commit/8e940780192d377a6d57035a5d1ba077387d16f3,NVIDIA-Merlin/HugeCTR,"Merge branch 'refactor-auc-p2p-minseokl' into 'v2.2-integration'

Move P2P enabling logic to gpu_resource with its refactoring

See merge request zehuanw/hugectr!134",Yes
270,https://github.com/unbit/foohid/commit/028531f8a6ed9cd7778872260f769c3ee91e523a,unbit/foohid,"Huge code fixes/refactoring

This commit refactors and reworks most of the `foohid` code:

* Fixes a few memory leaks happening in case of bad memory allocation,
(specifically inside the `foohid/foohid_userclient.cpp` file).
* It provides a better logging format.
* It allows creating virtual keyboard devices.
* It fixes an error that was not allowing to notify the caller
    in case of bad report descriptors

Please note that this is also not backward-compatible.
The CREATE, DESTROY and SEND user client methods do not require any
output buffer now, because the result of the operation is directly
returned to the caller.

Sorry for the non-atomic commit :)",Yes
271,https://github.com/MathWebSearch/mws/commit/0dbe9b02f00ddc4de5b014120cb81b30e00918e4,MathWebSearch/mws,Minor refactoring.,Yes
272,https://github.com/cdemu/cdemu/commit/6a9c656133a6eb7cfcff09d6caf1f1bfc480de45,cdemu/cdemu,Client: big rewrite: moved from getopt to argparse; refactored code to use callable command objects (each implementing its command-line subparser) instead of using one central object; moved from C-style error reporting via boolean return values to exception-based one,Yes
273,https://github.com/blender/blender/commit/b99798832300b40bcae87725d7e35321966e394c,blender/blender,"Cleanup/refactor: Add new BLI_string_util.

Things like `BLI_uniquename` had nothing, but really nothing to do in
BLI_path_util files!

Also, got rid of length limitation in `BLI_uniquename_cb`, we can use
alloca here to avoid overhead of malloc while keeping free size (within
reasonable limits of course).",Yes
274,https://github.com/fastvideo/gpu-camera-sample/commit/c2ba2e55092ecd07c78d0ff9ccc29da2659e4050,fastvideo/gpu-camera-sample,"added nvidia cuvid decoder
refactor RTSPServer",No
275,https://github.com/greenplum-db/gporca/commit/f520f6134b05dd9ee99691b90e48be83bab409b6,greenplum-db/gporca,"Refactor III - Make SubqueryHandler methods non-static

This simplifies the existing code by eliminating the need of passing
subquery handler around.

Also a minor refactor has been added in
CXformSubqueryUnnest::PexprSubqueryUnnest() to remove unnecessary checks
around the context.

Signed-off-by: Dhanashree Kashid <dkashid@pivotal.io>",Yes
276,https://github.com/GTAmodding/VCSPC/commit/64aa4a6d9a4dad93f976c8c9e0317ca9355fac83,GTAmodding/VCSPC,Extra readability refactors,Yes
277,https://github.com/godmodelabs/ejecta-v8/commit/51ca140937d9bc2b660361b7ceeea75707ff8168,godmodelabs/ejecta-v8,merged refactoring branch,Yes
278,https://github.com/eao197/so-5-5/commit/81ef1844e5cdbacd85c6395e956524a90b307694,eao197/so-5-5,"Code refactoring for dispatcher's binders.


git-svn-id: svn://svn.code.sf.net/p/sobjectizer/repo/branches/so_5/5.4-unstable--new-disp@745 1d1731ae-3f85-447d-88f8-c72b288064d1",Yes
279,https://github.com/bjornblissing/osgoculusviewer/commit/f794efe3df90c6a813bd9233794f6d240e438a7a,bjornblissing/osgoculusviewer,Some code refactoring regarding the createRTTCamera function.,Yes
280,https://github.com/JamesYang007/FastAD/commit/15de0c2207bc05ee16fab02cf48561745252e142,JamesYang007/FastAD,"Merge pull request #10 from JamesYang007/james.yang/exgen_memory_issue

Fully refactored version 2.0",Unsure
281,https://github.com/Barracuda09/SATPI/commit/95a739e590200a1e8cb4bbbbf25ee0c5330f507d,Barracuda09/SATPI,"Add parsing of User-Agent and SDT, and show it in WEB Interface. And again some refactoring",Yes
282,https://github.com/MaKiPL/FF8/commit/9b217abd0dad80e81f82c77ab67cff04c16075dd,MaKiPL/FF8,field bg refactored and optimized maplist fetching,Unsure
283,https://github.com/ulfjack/ryu/commit/8149d33324ae61ff68adb0c5331c3407df10553b,ulfjack/ryu,"Remove unnecessary casts.

d2s.c: After the recent refactoring, output2 is always uint32_t,
so we don't need uint32_t casts for expressions involving it.

f2s.c: This expression was already uint32_t.",Yes
284,https://github.com/thelink2012/gta3sc/commit/8ac96612b1d1c4e42e74aa4c2b82e1a2dddeb427,thelink2012/gta3sc,More refactoring,Yes
285,https://github.com/AutonomyLab/libcreate/commit/44a6f809e80190ecc430a64af844c271f93da5ac,AutonomyLab/libcreate,Minor refactor,Yes
286,https://github.com/Xerbo/LeanHRPT-Decode/commit/e1c1464983d1cfadc3d0c3b1de99e83ed2586ea6,Xerbo/LeanHRPT-Decode,"Add basic geometry correction
And a bit of a refactor...",Yes
287,https://github.com/dloebl/cgif/commit/ade05ecfe216c709b1dcd092caaa375fcec77ad3,dloebl/cgif,"Merge pull request #36 from dloebl/cgif-raw-refactor

Refactor: Add internal raw GIF API",Unsure
288,https://github.com/vadz/libtiff/commit/b9a670096f52d6870826f0d4b833a2f3213a0b24,vadz/libtiff,minor refactoring of tif_getimage.c to accomodate planed functionality extension - no functionality change at this time,Yes
289,https://github.com/k06a/Cliple/commit/0b266b0be8fd81c338676f08647033ebbd9ab530,k06a/Cliple,"Added comments and some refactorings. Added Cmd+1, Cmd+2 ... hotkeys",Yes
290,https://github.com/jebreimo/Argos/commit/80c43df01ce266865299f9fa6f83ab9c9b0e9fdf,jebreimo/Argos,Minor refactoring.,Yes
291,https://github.com/zeux/qgrep/commit/1ea0469d34dee109ac4e3cfe8172fdd5ee3e4e12,zeux/qgrep,"vim: Minor refactoring, global mappings are mapped before user-specified ones",Yes
292,https://github.com/moteus/lua-lluv/commit/c23da9250c6ddb5405b0d6fccd88b24ab41ad151,moteus/lua-lluv,Small refactoring.,Yes
293,https://github.com/eliasdaler/imgui-sfml/commit/2eaf1fdef077e0d06b88819e29a042038a7f19ca,eliasdaler/imgui-sfml,"(#133) Add multiple SFML window support / multiple Dear ImGui contexts

Co-authored-by: Elias Daler <eliasdaler@yandex.ru>

Big refactor to support multiple ImGui contexts so that you can create
different SFML windows. Still probably has some bugs and seems like
""viewports"" from Dear ImGui's ""docking"" branch might be much better, but
I didn't get to trying them out yet",Unsure
294,https://github.com/aterrien/forp-PHP-profiler/commit/cfe659d8b41cda5765e8e5ca186da84f0397c0b8,aterrien/forp-PHP-profiler,fix shell / fix prepend / refactoring forp_inspect / fix test 003,Unsure
295,https://github.com/uael/sv/commit/9612f621ae2fa7f7c474327fb1d3a7e78e41b142,uael/sv,malloc cast and style refactoring,Yes
296,https://github.com/Spritetm/hadbadge2019/commit/517d38244b13b587160fe94302883aea3dae9d86,Spritetm/hadbadge2019,"video/verilator: add comments to verilator test bench

Add comments to code in order to assist with future refactoring.",Yes
297,https://github.com/sgallagher/sscg/commit/12632d46f63a1bb76e99768a9ebc00fd8187fd91,sgallagher/sscg,"Add support for writing CA private key

Also refactor the file-writing to be reusable.",Yes
298,https://github.com/Quuxplusone/from-scratch/commit/a8b04e6636a4ced393cb7385e9b83fb2dc4d1ec2,Quuxplusone/from-scratch,"Add Anthony Williams' atomic_shared_ptr.

I still don't fully understand all the counters here, but at least I've
figured out what's going on with `m_index` versus `m_ptr` (the former is
just a lossless version of the latter that fits into fewer bits, so that
we have some bits left over for the access count).

This is a direct copy from Anthony Williams' bitbucket,
https://bitbucket.org/anthonyw/atomic_shared_ptr/src/7bdef03/atomic_shared_ptr
but I have heavily refactored it to use consistent names (e.g. `m_header`
for a pointer to a control block no matter where it appears; and the names
`expected` and `desired` for the arguments to compare-exchange no matter where
it appears) and to remove dead code (e.g. `struct shared_ptr_data_block_base`).

I also fixed a bug where `atomic_shared_ptr::operator=(shared_ptr)` was
returning a null `shared_ptr` by value, instead of returning `*this` by
reference.

Notice that Anthony Williams' `atomic_shared_ptr` does not work unless
you also use his `shared_ptr`; the structure of the reference count in the
control block is more complicated than just a single atomic integer. Also
notice that it requires a 16-byte (double-wide) compare-exchange instruction.
If you get weird linker errors when compiling this header, try adding
`-mcx16` to your compiler's command line options.",Unsure
299,https://github.com/otcshare/automotive-message-broker/commit/e243ee781676b2a9479b1ae627ec3f88c70bab3c,otcshare/automotive-message-broker,"Merge pull request #13 from timkoma/MasterPropertyList

ambd Core refactored",Yes
300,https://github.com/intel/ad-rss-lib/commit/f748a0f676bf2b513dc30d4c0bea0e1879f5dd53,intel/ad-rss-lib,"Fixes in unstructured constellation polygon creation (#87)

- Add several parameters to adjust polygon calculation
- Rename parameters:
  vehicleFrontIntermediateRatioSteps -> vehicleFrontIntermediateYawRateChangeRatioSteps
  vehicleBackIntermediateRatioSteps -> vehicleBackIntermediateYawRateChangeRatioSteps
- code refactoring (pedestrian and vehicle calculations now use common functions)",Yes
301,https://github.com/douban/beansdb/commit/9b6811cc5a1e44ed22f37fe6a130f4129b7f7363,douban/beansdb,refactor fast_read_recored,Yes
302,https://github.com/tgfrerer/ofxPlaylist/commit/dd435dd000107bd605ee5a02186fa45927b20472,tgfrerer/ofxPlaylist,"small internal refactor

* better names
* getting ready to add xml exporter.",Yes
303,https://github.com/UnfoldedInc/deck.gl-native/commit/9ec196e7e6e314f70179091844f9224e07f2448e,UnfoldedInc/deck.gl-native,"Matrix Accessor Conversion (#119)

* Initial accessor conversion

* Implemented private helper methods (at) - returns location/value of position passed

* Remove matrix indexing in private helpers - refactored m -> _m to show private",Yes
304,https://github.com/IOTA-Ledger/blue-app-iota/commit/73a8f9d74dfddc6e7fc965f8c4623d8e297993c5,IOTA-Ledger/blue-app-iota,"Working version on X +blue/nano

Might still apply a bit more refactoring before PR but this should be working fully on all 3 devices (no known issues at time of commit).",No
305,https://github.com/pikhq/musl-nscd/commit/11798e348c21463cc4e91cb3a61ef8206cd5bfa8,pikhq/musl-nscd,"Obtain sysconf values just once.

Instead of querying sysconf once per loop for a value, we should just
store it during initialization, since it's environment information whose
value won't change during runtime.

Even so, since most of the time we are on musl, this function always
returns -1 and we end up using the BUF_LEN_DEFAULT buffer size.

For now, actually using these buffer lengths isn't implemented, because
the code that uses them is being refactored.",No
306,https://github.com/sahlberg/libnfs/commit/d6ced294d8121778f23965c7b0e431ee0e05fd2b,sahlberg/libnfs,"- refactored parametername from reserved keyword ""export"" to ""exportname""",Yes
307,https://github.com/ouxianghui/janus-client/commit/cc6eb31d154d6dbbc465e3cad14d339d612565c5,ouxianghui/janus-client,refactor phase 1,Yes
308,https://github.com/ZeusYang/TinySoftRenderer/commit/775b39fc17ff725fe029949a0ec15a8e5e3047fd,ZeusYang/TinySoftRenderer,refactor,Unsure
309,https://github.com/madMAx43v3r/chia-plotter/commit/c96f4c8cb63db20dbfda36101aafa630dbb098cb,madMAx43v3r/chia-plotter,refactor,Yes
310,https://github.com/cmderdev/cmder/commit/4c1f96c51daec2f45f8996664b2553e39e41bfda,cmderdev/cmder,"Adjusted the build script behavior

Removed some absolute path, and refactored the code so
it handles the nested folder archives",Unsure
311,https://github.com/Thog/oss-rtld/commit/cfe65ac8a5b417df2ecef1fcaf3e2ab03f2c329e,Thog/oss-rtld,"Start refactoring module object

This makes it more c++ like",Yes
312,https://github.com/libMesh/libmesh/commit/2687bcf7ead35bdf1bbf70a8d29cf897cd4eecd4,libMesh/libmesh,"Add missing return in switch statement

Previously all the many many people who use VTK output of infinite
quads would hit errors!

This bug dates back to the 4859f74, a refactoring in July 2004.

Hopefully this record for ""longest unfixed libMesh bug ever"" will
never be beaten.",No
313,https://github.com/wolfSSL/wolfssl/commit/34c9367cbef2592e8df9b294f9528c25cc4b387c,wolfSSL/wolfssl,refactor location of error queue count and consolidate no error queue macro,Yes
314,https://github.com/jashmenn/apriori/commit/b0332d599fa7c0b7d2471be56623a93dddc12bbb,jashmenn/apriori,"realized that the 'itemset' class should actually be called the AssociationRule class. todo, refactor",Unsure
315,https://github.com/dfu-programmer/dfu-programmer/commit/9a2e6e736e084861cd59a37f0aced621c795f759,dfu-programmer/dfu-programmer,"2007-01-06 Weston Schmidt <weston_schmidt AT alumni.purdue.edu>

    * config.h.in: added the autogenerated information from
      autoheader.
    * configure.ac: added checking for errno.h stdarg.h and
      stddef.h to be more thorough in checking for required
      headers.
    * src/dfu.c: added an #ifdef around the EREMOTEIO case
    * src/intel_hex.c: refactored intel_read_data() to not
      use getline(), but to simply walk the file via fgets()
      and fgetc().  As it turns out, getline() wasn't really
      adding much value.",Yes
316,https://github.com/mackron/dred/commit/82acc96c5cd904a26fee24feea4eec043eb96859,mackron/dred,"Early work on shortcut refactoring.

With this change the main way to reference a shortcut is through an
integral ID. These IDs are tied to a human readable name, command
string and accelerator chord.",Yes
317,https://github.com/zoogie/seedminer/commit/23cbc78f425361c41dcd839cfce902bbf01be415,zoogie/seedminer,"2.0 changes

- lfcs from mii qr option added
- seedminer_launcher refactored
- more error checks
- about 30 more msed_datas",Yes
318,https://github.com/TUD-OS/seoul/commit/805c33a1b4759d4bd150efbae12279db171f88ab,TUD-OS/seoul,"Introduced sigma0::repeat, which does what you think it does. Also cleaned up part of the 3-fold overloading of the word ""module"" and did some refactoring.",Unsure
319,https://github.com/rcr/rirc/commit/a8d39e5f34c6d4f44b38aa5cc5a14d5c832bc035,rcr/rirc,refactor draw_status to use drawf,Yes
320,https://github.com/RTXI/rtxi/commit/9c2c9d66602245976c0d0dab0d7eff9c6d1fd02d,RTXI/rtxi,refactoring,Unsure
321,https://github.com/stratum/stratum/commit/66b892900250f1a257fd525241298ea88456b19c,stratum/stratum,"Improve bmv2 support

 * Refactor PINode so that the node id is not required when creating the
   PINode instance (the node id is meant to be set when pushing the
   chassis config).
 * This refactoring required a few changes to bmv2 & Tofino code.
 * Add chassis manager for bmv2; at the moment it handles port oper
   status and port stats.
 * Add sample chassis config for bmv2.
 * Update supported versions for bmv2 & PI for stratum_bmv2.",Yes
